thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
81,0,81,down,0,0.5617349999956787,None,0,81,0,81,0,127.5840197999496,,127.5694468000438,127.5840197999496,128.58491880004294,128.58491880004294,129.1513739998918,down,0,0.5617349999956787,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
82,0,82,up,1,0.47095729992724955,None,0,82,0,82,0,129.16973110008985,,129.15165199991316,129.16973110008985,130.15249760006554,130.1688796998933,130.63504409999587,up,1,0.47095729992724955,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
83,0,83,down,0,0.43222610000520945,None,0,83,0,83,0,130.6514711000491,,130.63531729998067,130.6514711000491,131.6350998999551,131.65195710002445,132.06784159992822,down,0,0.43222610000520945,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
84,0,84,up,1,0.40099160000681877,None,0,84,0,84,0,132.08474399987608,,132.0681338000577,132.08474399987608,133.06881389999762,133.0856631998904,133.48649769998156,up,1,0.40099160000681877,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
85,0,85,up,0,0.5321773998439312,None,4,85,0,85,0,133.5008497000672,,133.48681799997576,133.5008497000672,134.5018177998718,134.5018177998718,135.03478770004585,up,0,0.5321773998439312,None,4,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
86,0,86,up,1,0.5411588000133634,None,0,86,0,86,0,135.05084250005893,,135.03509919997305,135.05084250005893,136.05210309987888,136.05210309987888,136.6019751999993,up,1,0.5411588000133634,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
87,0,87,down,1,0.38867389992810786,None,-5,87,0,87,0,136.6176453998778,,136.60237400000915,136.6176453998778,137.6018161000684,137.61892309994437,138.00077569996938,down,1,0.38867389992810786,None,-5,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
88,0,88,down,1,0.4350185999646783,None,-2,88,0,88,0,138.0186326999683,,138.00104000000283,138.0186326999683,139.00232309987769,139.01814020005986,139.45304979989305,down,1,0.4350185999646783,None,-2,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
89,0,89,down,0,0.41905079991556704,None,0,89,0,89,0,139.46795769990422,,139.45332819991745,139.46795769990422,140.45197140006348,140.46877430006862,140.88490800000727,down,0,0.41905079991556704,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
90,0,90,up,1,0.37550320010632277,None,0,90,0,90,0,140.90090080001391,,140.88526430004276,140.90090080001391,141.88567520002834,141.90232970006764,142.2682352999691,up,1,0.37550320010632277,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
91,0,91,up,1,0.4602649000007659,None,0,91,0,91,0,142.2878099998925,,142.26855570008047,142.2878099998925,143.26857439987361,143.30162939988077,143.7365117999725,up,1,0.4602649000007659,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
92,0,92,up,1,0.46711599989794195,None,0,92,0,92,0,143.75084990006872,,143.73679320001975,143.75084990006872,144.75173119991086,144.75173119991086,145.23546930006705,up,1,0.46711599989794195,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
93,0,93,down,0,0.5613269999157637,None,0,93,0,93,0,145.2517760999035,,145.2357592000626,145.2517760999035,146.23495689989068,146.25262650009245,146.80260579986498,down,0,0.5613269999157637,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
94,0,94,up,1,0.5120481001213193,None,0,94,0,94,0,146.81670269998722,,146.80294930003583,146.81670269998722,147.81926809996367,147.81926809996367,148.33516200003214,up,1,0.5120481001213193,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
95,0,95,up,1,0.3544906999450177,None,0,95,0,95,0,148.35036029992625,,148.3355697998777,148.35036029992625,149.33596659987234,149.35270050005056,149.70187099999748,up,1,0.3544906999450177,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
96,0,96,up,0,0.5104767000302672,None,-3,96,0,96,0,149.71952839987352,,149.70213579991832,149.71952839987352,150.70223579998128,150.71870499989018,151.21792989992537,up,0,0.5104767000302672,None,-3,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
97,0,97,down,1,0.4044514000415802,None,3,97,0,97,0,151.23432160005905,,151.21830399986356,151.23432160005905,152.21927400003187,152.23557969997637,152.63637600000948,down,1,0.4044514000415802,None,3,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
98,0,98,up,1,0.6759335000533611,None,0,98,0,98,0,152.65161919989623,,152.6366226999089,152.65161919989623,153.63571810000576,153.6522506000474,154.31917740008794,up,1,0.6759335000533611,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
99,0,99,down,0,0.5406491998583078,None,0,99,0,99,0,154.3339078000281,,154.31946199992672,154.3339078000281,155.31925459997728,155.33611180004664,155.8689335999079,down,0,0.5406491998583078,None,0,6124,001,2025-09-09_11h35.15.472,signal_detection_orien_psychopy,,2025.1.1,59.9645129683566,2025-09-09 11h35.33.108185 +0530,
