delay,freq,conditions,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
0.4,1000,exp,194,2,12,space,0.4206742000533268,None,450,1,[6.124856399954297],[6.124861899996176],12,2,194,10,1355.8323756000027,,1355.8169104999397,1355.8323756000027,1356.8159800999565,1356.8159800999565,1356.8326248000376,1357.2509174000006,space,0.4206742000533268,None,1357.2516868000384,1357.666668766706,1357.9755113000283,1357.965097200009,1357.96544239996,1357.9755113000283,1357.9755113000283,1357.9755113000283,1364.1006253999658,450,1,[6.124856399954297],[6.124861899996176],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,400,unexp,195,3,12,space,0.27795949997380376,None,750,1,[3.260353000019677],[3.2603606999618933],12,3,195,2,1364.1163024000125,,1364.100830600015,1364.1163024000125,1365.0995598000009,1365.0995598000009,1365.1166394000174,1365.3833853999386,space,0.27795949997380376,None,1365.3841567999916,1366.0838557666323,1366.39050400001,1366.3797294000397,1366.380166899995,1366.39050400001,1366.39050400001,1366.39050400001,1369.6511643000413,750,1,[3.260353000019677],[3.2603606999618933],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,196,4,12,space,0.3059915999183431,None,420,1,[5.686597299994901],[5.686607899959199],12,4,196,6,1369.6663032999495,,1369.6513858999824,1369.6663032999495,1370.6666941000149,1370.6666941000149,1370.6666941000149,1370.984374199994,space,0.3059915999183431,None,1370.9851479999488,1371.1009002666144,1371.4146374999546,1371.4028761000372,1371.4034026999725,1371.4146374999546,1371.4146374999546,1371.4146374999546,1377.1016171999509,420,1,[5.686597299994901],[5.686607899959199],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,197,5,12,space,0.8150109000271186,None,450,1,[3.2557186000049114],[3.255732799996622],12,5,197,5,1377.117416699999,,1377.1018680999987,1377.117416699999,1378.1009595999494,1378.1009595999494,1378.1172960000113,1378.9179816000396,space,0.8150109000271186,None,1378.91846169997,1379.6182759666738,1379.9292134999996,1379.9195315999677,1379.9198725000024,1379.9292134999996,1379.9292134999996,1379.9292134999996,1383.185335499933,450,1,[3.2557186000049114],[3.255732799996622],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.7,1000,exp,198,6,12,space,0.4846287000691518,None,600,1,[4.908901399932802],[4.908912000013515],12,6,198,14,1383.2008396999445,,1383.185561500024,1383.2008396999445,1384.1851623000111,1384.1851623000111,1384.2009206999792,1384.6850038999692,space,0.4846287000691518,None,1384.6857960999478,1385.384643566624,1385.6939203999937,1385.6842594000045,1385.6845914999722,1385.6939203999937,1385.6939203999937,1385.6939203999937,1390.6031774999574,600,1,[4.908901399932802],[4.908912000013515],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,400,unexp,199,7,12,space,10.415634899982251,None,400,1,[4.921307599986903],[4.92132219998166],12,7,199,0,1390.617849900038,,1390.6033945999807,1390.617849900038,1391.6101905000396,1391.6101905000396,1391.6273936999496,1402.0295435000444,space,10.415634899982251,None,1402.0303379000397,1402.1337942666762,1402.4610158000141,1402.4345959000057,1402.4353746999986,1402.4610158000141,1402.4610158000141,1402.4610158000141,1407.3828322000336,400,1,[4.921307599986903],[4.92132219998166],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,1000,exp,200,8,12,space,0.6043645000318065,None,450,1,[10.28581079992],[10.285821400000714],12,8,200,13,1407.3985186000355,,1407.3833453999832,1407.3985186000355,1408.3819020999363,1408.3819020999363,1408.3988176999846,1409.000392499962,space,0.6043645000318065,None,1409.0011233999394,1409.3995311667134,1409.7160087999655,1409.7017205000157,1409.7021790000144,1409.7160087999655,1409.7160087999655,1409.7160087999655,1420.0022117999615,450,1,[10.28581079992],[10.285821400000714],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.4,400,unexp,201,9,12,space,0.24323770008049905,None,200,1,[3.195574300014414],[3.1955796000547707],12,9,201,1,1420.0183615999995,,1420.0025594999315,1420.0183615999995,1421.0017329000402,1421.0017329000402,1421.0182986999862,1421.252035500016,space,0.24323770008049905,None,1421.2527840000112,1421.6516949666586,1421.9566588000162,1421.946127800038,1421.946461500018,1421.9566588000162,1421.9566588000162,1421.9566588000162,1425.152491100016,200,1,[3.195574300014414],[3.1955796000547707],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,202,10,12,space,0.2830253998981789,None,120,1,[2.323894100030884],[2.3239001999609172],12,10,202,15,1425.1685037999414,,1425.1526972999563,1425.1685037999414,1426.1531040000264,1426.1531040000264,1426.168990300037,1426.452332100016,space,0.2830253998981789,None,1426.4528461999726,1426.5517460666053,1426.8623232999817,1426.8527258000104,1426.8531136999372,1426.8623232999817,1426.8623232999817,1426.8623232999817,1429.1864911000011,120,1,[2.323894100030884],[2.3239001999609172],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,203,11,12,space,0.19979139999486506,None,90,1,[4.2073625000193715],[4.207373199984431],12,11,203,12,1429.2020593000343,,1429.1867183999857,1429.2020593000343,1430.202214299934,1430.202214299934,1430.202214299934,1430.4025893999496,space,0.19979139999486506,None,1430.4031186000211,1430.5020599666207,1430.8137869000202,1430.8030035999836,1430.8033367999597,1430.8137869000202,1430.8137869000202,1430.8137869000202,1435.0215215999633,90,1,[4.2073625000193715],[4.207373199984431],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
0.1,1000,exp,204,12,12,space,0.42464209999889135,None,100,1,[2.294883899972774],[2.29489190003369],12,12,204,9,1435.0356034999713,,1435.0217207999667,1435.0356034999713,1436.0356631999603,1436.0356631999603,1436.0356631999603,1436.4693527999334,space,0.42464209999889135,None,1436.4698895999463,1436.5691728667045,1436.8749239000026,1436.8642429000465,1436.8645728999982,1436.8749239000026,1436.8749239000026,1436.8749239000026,1439.1700530999806,100,1,[2.294883899972774],[2.29489190003369],01,001,2025-11-05_18h31.52.568,intentional_binding_exp,,2025.1.1,60.157938622099465,2025-11-05 18h32.02.820104 +0530,
