cue_arrow,target_x,condition,corr_Ans,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,start_key.started,welcome.stopped,start_key.keys,start_key.rt,start_key.duration,trial.started,fixation.started,fixation.stopped,cue_text.started,cue_text.stopped,target.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,thankyou.started,text.started,text.stopped,thankyou.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
→,0.5,valid,right,64,4,6,right,1,0.28160400001797825,None,6,4,64,0,105.67239210000844,,,,,,,,,105.65680510000675,105.67239210000844,106.155746000004,106.155746000004,106.4555886000162,106.755685000011,106.755685000011,107.03970739999204,right,1,0.28160400001797825,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,65,5,6,left,1,0.2794665000110399,None,6,5,65,4,107.05568059999496,,,,,,,,,107.04202510000323,107.05568059999496,107.53919410001254,107.53919410001254,107.83922210001037,108.13918620001641,108.13918620001641,108.42313740000827,left,1,0.2794665000110399,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,66,6,6,right,1,0.20128060001297854,None,6,6,66,2,108.43918129999656,,,,,,,,,108.42595679999795,108.43918129999656,108.92247819999466,108.92247819999466,109.22249410001677,109.5225774999999,109.5225774999999,109.73964200000046,right,1,0.20128060001297854,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,67,7,6,right,1,0.9835198999790009,None,6,7,67,9,109.75581520001288,,,,,,,,,109.74284859999898,109.75581520001288,110.2391762000043,110.2391762000043,110.5391528000182,110.83910979999928,110.83910979999928,111.83962509999401,right,1,0.9835198999790009,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,68,8,6,left,1,0.31782209998345934,None,6,8,68,5,111.85586320000584,,,,,,,,,111.84004760000971,111.85586320000584,112.33900370000629,112.33900370000629,112.63896290000412,112.93909870000789,112.93909870000789,113.2730506999942,left,1,0.31782209998345934,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,69,9,6,left,1,0.30900130001828074,None,6,9,69,1,113.28906529999222,,,,,,,,,113.27353629999561,113.28906529999222,113.77260890000616,113.77260890000616,114.07252340001287,114.37254690000555,114.37254690000555,114.69012060001842,left,1,0.30900130001828074,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,70,0,7,right,1,0.38089749999926426,None,7,0,70,2,114.70594479999272,,,,,,,,,114.69326359999832,114.70594479999272,115.20585389999906,115.20585389999906,115.48965900001349,115.78928210001322,115.78928210001322,116.1730791000009,right,1,0.38089749999926426,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,71,1,7,right,1,0.28811429999768734,None,7,1,71,0,116.18929619999835,,,,,,,,,116.17361500000698,116.18929619999835,116.67270100000314,116.67270100000314,116.9725851000112,117.27259010000853,117.27259010000853,117.57310470001539,right,1,0.28811429999768734,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,72,2,7,right,1,0.2773715000075754,None,7,2,72,3,117.5892923999927,,,,,,,,,117.57353920000605,117.5892923999927,118.07269729999825,118.07269729999825,118.37262840001495,118.67254010000033,118.67254010000033,118.95652780000819,right,1,0.2773715000075754,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,73,3,7,right,1,0.8267128999868874,None,7,3,73,9,118.97269260001485,,,,,,,,,118.95874910001294,118.97269260001485,119.45605000000796,119.45605000000796,119.75598810001975,120.05597650000709,120.05597650000709,120.88992139999755,right,1,0.8267128999868874,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,74,4,7,left,1,0.806303499994101,None,7,4,74,8,120.90616030001547,,,,,,,,,120.892333900003,120.90616030001547,121.38954229999217,121.38954229999217,121.6895160000131,121.98940570000559,121.98940570000559,122.80643160000909,left,1,0.806303499994101,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,75,5,7,left,1,0.5054432000033557,None,7,5,75,4,122.8226840000134,,,,,,,,,122.80907230000594,122.8226840000134,123.306018400006,123.306018400006,123.60605800000485,123.90597880000132,123.90597880000132,124.423302900017,left,1,0.5054432000033557,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,76,6,7,left,1,0.3580307000083849,None,7,6,76,6,124.4394420000026,,,,,,,,,124.42377520000446,124.4394420000026,124.92262379999738,124.92262379999738,125.22279250001884,125.52274410001701,125.52274410001701,125.89008199999807,left,1,0.3580307000083849,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,77,7,7,right,1,0.2758255999942776,None,7,7,77,7,125.90598460001638,,,,,,,,,125.89305710000917,125.90598460001638,126.3894064000051,126.3894064000051,126.68945410000742,126.98938949999865,126.98938949999865,127.2734555999923,right,1,0.2758255999942776,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,78,8,7,left,1,0.4425356000137981,None,7,8,78,5,127.28932139999233,,,,,,,,,127.27602499999921,127.28932139999233,127.77292930000112,127.77292930000112,128.0728097000101,128.37304030000814,128.37304030000814,128.8233743000019,left,1,0.4425356000137981,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,79,9,7,left,1,0.3374110999866389,None,7,9,79,1,128.83943690001615,,,,,,,,,128.82386580001912,128.83943690001615,129.3229343999992,129.3229343999992,129.62287280001328,129.922885100008,129.922885100008,130.27353959999164,left,1,0.3374110999866389,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,80,0,8,left,1,0.3988338000199292,None,8,0,80,6,130.2893452999997,,,,,,,,,130.27406419999897,130.2893452999997,130.77289799999562,130.77289799999562,131.07289209999726,131.3728774000192,131.3728774000192,131.773254300002,left,1,0.3988338000199292,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,81,1,8,right,1,0.2768205000029411,None,8,1,81,7,131.7899251000199,,,,,,,,,131.77570040000137,131.7899251000199,132.27296420000494,132.27296420000494,132.57280620001256,132.87278500001412,132.87278500001412,133.15688550000777,right,1,0.2768205000029411,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,82,2,8,right,1,0.26411299998289905,None,8,2,82,0,133.17283379999571,,,,,,,,,133.15728939999826,133.17283379999571,133.65622629999416,133.65622629999416,133.95643530000234,134.2562464000075,134.2562464000075,134.52334390001488,right,1,0.26411299998289905,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,83,3,8,right,1,0.3758023999980651,None,8,3,83,2,134.53959770000074,,,,,,,,,134.52373440001975,134.53959770000074,135.02274600000237,135.02274600000237,135.32305380000616,135.6228484000021,135.6228484000021,136.0068164000113,right,1,0.3758023999980651,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,84,4,8,left,1,0.4641927000193391,None,8,4,84,8,136.02281540000695,,,,,,,,,136.00735910001094,136.02281540000695,136.50638450001134,136.50638450001134,136.80636449999292,137.10644020000473,137.10644020000473,137.57391979999375,left,1,0.4641927000193391,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,85,5,8,left,1,0.2936301000008825,None,8,5,85,4,137.58970989999943,,,,,,,,,137.57649959999253,137.58970989999943,138.0897884000151,138.0897884000151,138.38981039999635,138.68980220000958,138.68980220000958,138.99045149999438,left,1,0.2936301000008825,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,86,6,8,right,1,0.2645916999899782,None,8,6,86,3,139.006286799995,,,,,,,,,138.99329440001748,139.006286799995,139.48970259999624,139.48970259999624,139.78993990001618,140.08990550000453,140.08990550000453,140.35688110001502,right,1,0.2645916999899782,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,87,7,8,right,1,0.6332632999983616,None,8,7,87,9,140.37304979999317,,,,,,,,,140.36004960001446,140.37304979999317,140.8562778000196,140.8562778000196,141.15642460001982,141.45640260001528,141.45640260001528,142.09039860000485,right,1,0.6332632999983616,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,88,8,8,left,1,0.2703165000129957,None,8,8,88,5,142.10623930001748,,,,,,,,,142.0909229000099,142.10623930001748,142.58963170001516,142.58963170001516,142.88965850000386,143.18983780001872,143.18983780001872,143.47371869999915,left,1,0.2703165000129957,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,89,9,8,left,1,0.36067880000337027,None,8,9,89,1,143.48970070001087,,,,,,,,,143.4741309999954,143.48970070001087,143.9732125000155,143.9732125000155,144.2732379999943,144.57329800000298,144.57329800000298,144.94025600000168,left,1,0.36067880000337027,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,90,0,9,right,1,0.4900361000036355,None,9,0,90,7,144.956471100013,,,,,,,,,144.94306940000388,144.956471100013,145.4397377000132,145.4397377000132,145.73961380001856,146.0397070000181,146.0397070000181,146.54017520000343,right,1,0.4900361000036355,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,91,1,9,left,1,0.32360849998076446,None,9,1,91,6,146.5564807000046,,,,,,,,,146.54313599999296,146.5564807000046,147.03968740001437,147.03968740001437,147.34014939999906,147.64011070001288,147.64011070001288,147.97354300000006,left,1,0.32360849998076446,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,92,2,9,right,1,0.7306794000032824,None,9,2,92,2,147.99031660001492,,,,,,,,,147.97676390002016,147.99031660001492,148.4732296000002,148.4732296000002,148.7732607999933,149.07306980001158,149.07306980001158,149.80717300000833,right,1,0.7306794000032824,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,93,3,9,right,1,0.48767689999658614,None,9,3,93,3,149.8231955000083,,,,,,,,,149.80760349999764,149.8231955000083,150.30667429999448,150.30667429999448,150.60672519999207,150.9066611000162,150.9066611000162,151.40717449999647,right,1,0.48767689999658614,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,94,4,9,left,1,0.4055132999783382,None,9,4,94,1,151.42318380001234,,,,,,,,,151.40997730000527,151.42318380001234,151.9069906999939,151.9069906999939,152.20653610001318,152.50685820000945,152.50685820000945,152.9241541000083,left,1,0.4055132999783382,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,95,5,9,left,1,0.8632240000006277,None,9,5,95,8,152.93995850000647,,,,,,,,,152.92614300001878,152.93995850000647,153.4230677000014,153.4230677000014,153.73980450001545,154.0236059000017,154.0236059000017,154.89043440000387,left,1,0.8632240000006277,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,96,6,9,right,1,0.8183040000149049,None,9,6,96,9,154.90645480001695,,,,,,,,,154.89254160001292,154.90645480001695,155.38970329999574,155.38970329999574,155.69007539999438,155.9901647999941,155.9901647999941,156.82365900001605,right,1,0.8183040000149049,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,97,7,9,left,1,0.4341508000215981,None,9,7,97,5,156.83987240001443,,,,,,,,,156.82398700001067,156.83987240001443,157.32327220001025,157.32327220001025,157.62328190001426,157.92327100000693,157.92327100000693,158.37379599999986,left,1,0.4341508000215981,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,98,8,9,right,1,0.25115399999776855,None,9,8,98,0,158.39001060000737,,,,,,,,,158.37601659999928,158.39001060000737,158.87327470001765,158.87327470001765,159.1736935999943,159.4732389000128,159.4732389000128,159.74046339999768,right,1,0.25115399999776855,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,99,9,9,left,1,0.33777139999438077,None,9,9,99,4,159.75698090001242,,,,,,,,,159.74273120000726,159.75698090001242,160.23976650001714,160.23976650001714,160.53998890001094,160.83997890001046,160.83997890001046,161.19034760000068,left,1,0.33777139999438077,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,100,0,10,left,1,0.24752110001281835,None,10,0,100,1,161.20661399999517,,,,,,,,,161.19074059999548,161.20661399999517,161.68986430001678,161.68986430001678,161.98993730000802,162.28983799999696,162.28983799999696,162.54037619999144,left,1,0.24752110001281835,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,101,1,10,right,1,0.2776501000043936,None,10,1,101,3,162.55667150000227,,,,,,,,,162.54328969999915,162.55667150000227,163.0398642999935,163.0398642999935,163.3398664999986,163.63993450000999,163.63993450000999,163.9239121999999,right,1,0.2776501000043936,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,102,2,10,right,1,0.2222096000041347,None,10,2,102,7,163.94036090001464,,,,,,,,,163.92435400001705,163.94036090001464,164.42346290001296,164.42346290001296,164.72318630001973,165.02335000000312,165.02335000000312,165.2573190999974,right,1,0.2222096000041347,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,103,3,10,left,1,1.031576400011545,None,10,3,103,6,165.27335440000752,,,,,,,,,165.25963040001807,165.27335440000752,165.75684170000022,165.75684170000022,166.05682789999992,166.35686920001172,166.35686920001172,167.39061970001785,left,1,1.031576400011545,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,104,4,10,left,1,0.45666049999999814,None,10,4,104,4,167.406747800007,,,,,,,,,167.3911730000109,167.406747800007,167.89000680000754,167.89000680000754,168.1900539000053,168.49008220000542,168.49008220000542,168.95739670001785,left,1,0.45666049999999814,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,105,5,10,right,1,0.9319645000214223,None,10,5,105,9,168.97333350000554,,,,,,,,,168.95802300001378,168.97333350000554,169.4569415000151,169.4569415000151,169.7568600999948,170.05708530000993,170.05708530000993,170.99120620000758,right,1,0.9319645000214223,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,106,6,10,right,1,0.6389576999936253,None,10,6,106,0,171.00693420000607,,,,,,,,,170.99358470001607,171.00693420000607,171.49063260000548,171.49063260000548,171.792303299997,172.09091600001557,172.09091600001557,172.7411842000147,right,1,0.6389576999936253,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,107,7,10,right,1,0.2744757999898866,None,10,7,107,2,172.75738470000215,,,,,,,,,172.74189910001587,172.75738470000215,173.24036990001332,173.24036990001332,173.54226770001696,173.8409246999945,173.8409246999945,174.12467049999395,right,1,0.2744757999898866,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,108,8,10,left,1,0.25622899999143556,None,10,8,108,5,174.14058949999162,,,,,,,,,174.12699439999415,174.14058949999162,174.62423430001945,174.62423430001945,174.92576370001188,175.22481879999395,175.22481879999395,175.49182160000782,left,1,0.25622899999143556,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,109,9,10,left,1,0.6911030000192113,None,10,9,109,8,175.50682559999404,,,,,,,,,175.49378610000713,175.50682559999404,175.99077649999526,175.99077649999526,176.29214320000028,176.59233440001844,176.59233440001844,177.2915006999974,left,1,0.6911030000192113,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,110,0,11,left,1,0.548113500000909,None,11,0,110,1,177.30735849999473,,,,,,,,,177.29436220001662,177.30735849999473,177.79167649999727,177.79167649999727,178.0924416000198,178.39158270001644,178.39158270001644,178.9422875000164,left,1,0.548113500000909,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,111,1,11,right,1,0.40089250000892207,None,11,1,111,2,178.95784300001105,,,,,,,,,178.9448062000156,178.95784300001105,179.45755890000146,179.45755890000146,179.7574525999953,180.0573629999999,180.0573629999999,180.47422999999253,right,1,0.40089250000892207,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,112,2,11,left,1,0.2439719999965746,None,11,2,112,4,180.49019979999866,,,,,,,,,180.47646720000193,180.49019979999866,180.97367910001776,180.97367910001776,181.27376159999403,181.57374180000625,181.57374180000625,181.8247326000128,left,1,0.2439719999965746,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,113,3,11,right,1,0.2663048999966122,None,11,3,113,7,181.8402660000138,,,,,,,,,181.82692200000747,181.8402660000138,182.34034920000704,182.34034920000704,182.6409652000002,182.92386060001445,182.92386060001445,183.20760270001483,right,1,0.2663048999966122,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,114,4,11,right,1,0.2861892000073567,None,11,4,114,3,183.22400950000156,,,,,,,,,183.20799650001572,183.22400950000156,183.70716819999507,183.70716819999507,184.00715590000618,184.3071436000173,184.3071436000173,184.60776610000175,right,1,0.2861892000073567,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,115,5,11,left,1,0.9310497999831568,None,11,5,115,8,184.6236357000016,,,,,,,,,184.6081261000072,184.6236357000016,185.10721519999788,185.10721519999788,185.4070372999995,185.7070359000063,185.7070359000063,186.64098610001383,left,1,0.9310497999831568,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,116,6,11,right,1,0.18903969999519177,None,11,6,116,0,186.65713400000823,,,,,,,,,186.6413615999918,186.65713400000823,187.14042410001275,187.14042410001275,187.44043300001067,187.7402119000035,187.7402119000035,187.94101460001548,right,1,0.18903969999519177,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,117,7,11,left,1,0.45552560000214726,None,11,7,117,5,187.95700729999226,,,,,,,,,187.9430554000137,187.95700729999226,188.4404371000128,188.4404371000128,188.7405054999981,189.04066699999385,189.04066699999385,189.50757479999447,left,1,0.45552560000214726,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,118,8,11,left,1,0.47337880000122823,None,11,8,118,6,189.52388449999853,,,,,,,,,189.50800520001212,189.52388449999853,190.00702610000735,190.00702610000735,190.30714140000055,190.60708730001352,190.60708730001352,191.09125160000985,left,1,0.47337880000122823,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,119,9,11,right,1,1.2737757999857422,None,11,9,119,9,191.1070308999915,,,,,,,,,191.0918049000029,191.1070308999915,191.59053139999742,191.59053139999742,191.8905054999923,192.19048670001212,192.19048670001212,193.47433420000016,right,1,1.2737757999857422,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,-0.5,invalid,left,120,0,12,left,1,1.0477008000016212,None,12,0,120,8,193.4904128999915,,,,,,,,,193.4762580000097,193.4904128999915,193.97387340001296,193.97387340001296,194.27390640001977,194.57398190000094,194.57398190000094,195.62454020002042,left,1,1.0477008000016212,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,121,1,12,left,1,0.3037610999890603,None,12,1,121,1,195.64057129999856,,,,,,,,,195.62659460000577,195.64057129999856,196.12390340000275,196.12390340000275,196.42412890002015,196.72393420001026,196.72393420001026,197.0409947000153,left,1,0.3037610999890603,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,0.5,invalid,right,122,2,12,right,1,0.4361143999849446,None,12,2,122,9,197.05718220002018,,,,,,,,,197.04142789999605,197.05718220002018,197.54055030000745,197.54055030000745,197.84061610000208,198.14068310000584,198.14068310000584,198.59121390001383,right,1,0.4361143999849446,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,123,3,12,right,1,0.43225129999336787,None,12,3,123,7,198.60747630000697,,,,,,,,,198.59403209999437,198.60747630000697,199.09059969999362,199.09059969999362,199.39107499999227,199.6905069000204,199.6905069000204,200.12472540000454,right,1,0.43225129999336787,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,124,4,12,left,1,0.3380816999997478,None,12,4,124,5,200.14114720001817,,,,,,,,,200.12783270000364,200.14114720001817,200.6242264000175,200.6242264000175,200.92407740000635,201.22424969999702,201.22424969999702,201.57463380001718,left,1,0.3380816999997478,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,125,5,12,right,1,0.29792250000173226,None,12,5,125,3,201.59065620001638,,,,,,,,,201.57827460000408,201.59065620001638,202.07419149999623,202.07419149999623,202.3741505999933,202.67410689999815,202.67410689999815,202.97489310000674,right,1,0.29792250000173226,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,126,6,12,left,1,0.09311560000060126,None,12,6,126,6,202.990741000016,,,,,,,,,202.97771189999185,202.990741000016,203.47377660000348,203.47377660000348,203.77414470000076,204.0744604000065,204.0744604000065,204.17500420002034,left,1,0.09311560000060126,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
←,-0.5,valid,left,127,7,12,left,1,0.281067100004293,None,12,7,127,4,204.19092419999652,,,,,,,,,204.1755572000111,204.19092419999652,204.67417600000044,204.67417600000044,204.97949890000746,205.27414880000288,205.27414880000288,205.5583026999957,left,1,0.281067100004293,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,128,8,12,right,1,0.23138760001165792,None,12,8,128,0,205.5750420000113,,,,,,,,,205.56250550001278,205.5750420000113,206.05731989999185,206.05731989999185,206.3574673999974,206.65750850000768,206.65750850000768,206.89166399999522,right,1,0.23138760001165792,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
→,0.5,valid,right,129,9,12,right,1,0.267201099981321,None,12,9,129,2,206.9076328999945,,,,,,,,,206.89223980001407,206.9076328999945,207.3907484000083,207.3907484000083,207.69107620001887,207.99105020001298,207.99105020001298,208.27458009999827,right,1,0.267201099981321,None,,,,,05,001,2025-11-15_01h35.53.183,cueing_task_exp,,2025.1.1,60.18215936681601,2025-11-15 01h36.00.906808 +0530,
