thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
172,0,172,[np.float64(-0.018518518518518517)],[np.float64(0.3333333333333333)],[1],[0],[0],[2.3830985999993572],['target'],172,0,172,0,536.8572433,,10,536.8470134,536.8572433,536.8572433,0.0169437,539.230153,[np.float64(-0.018518518518518517)],[np.float64(0.3333333333333333)],[1],[0],[0],[2.3830985999993572],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
173,0,173,[np.float64(0.4722222222222222)],[np.float64(0.46944444444444444)],[1],[0],[0],[2.998060699999769],[None],173,0,173,0,539.257909,,10,539.2483087,539.257909,539.257909,0.0180604,542.2464263,[np.float64(0.4722222222222222)],[np.float64(0.46944444444444444)],[1],[0],[0],[2.998060699999769],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
174,0,174,[np.float64(-0.17222222222222222)],[np.float64(-0.16666666666666666)],[1],[0],[0],[2.5641140999996423],['target'],174,0,174,0,542.2760268,,10,542.2664547,542.2760268,542.2760268,0.0199121,544.8306219,[np.float64(-0.17222222222222222)],[np.float64(-0.16666666666666666)],[1],[0],[0],[2.5641140999996423],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
175,0,175,[np.float64(0.21851851851851853)],[np.float64(-0.05648148148148148)],[1],[0],[0],[3.1750575999994908],['target'],175,0,175,0,544.846346,,5,544.838891,544.846346,544.846346,0.0081621,548.0140104,[np.float64(0.21851851851851853)],[np.float64(-0.05648148148148148)],[1],[0],[0],[3.1750575999994908],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
176,0,176,[np.float64(-0.49444444444444446)],[np.float64(0.17037037037037037)],[1],[0],[0],[4.4680177999998705],['target'],176,0,176,0,548.0400615,,10,548.0302528,548.0400615,548.0400615,0.0161458,552.4983377,[np.float64(-0.49444444444444446)],[np.float64(0.17037037037037037)],[1],[0],[0],[4.4680177999998705],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
177,0,177,[np.float64(0.4166666666666667)],[np.float64(0.4583333333333333)],[1],[0],[0],[3.6902623000005406],['target'],177,0,177,0,552.5150387,,5,552.5075434,552.5150387,552.5150387,0.0090844,556.1978651,[np.float64(0.4166666666666667)],[np.float64(0.4583333333333333)],[1],[0],[0],[3.6902623000005406],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
178,0,178,[np.float64(-0.003703703703703704)],[np.float64(0.44074074074074077)],[1],[0],[0],[2.007509300001402],['target'],178,0,178,0,556.2155162,,5,556.2063881,556.2155162,556.2155162,0.0084329,558.2139539,[np.float64(-0.003703703703703704)],[np.float64(0.44074074074074077)],[1],[0],[0],[2.007509300001402],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
179,0,179,[np.float64(-0.48148148148148145)],[np.float64(-0.2361111111111111)],[1],[0],[0],[1.9589732000004005],['target'],179,0,179,0,558.2305496,,5,558.2224133,558.2305496,558.2305496,0.0083749,560.1814603,[np.float64(-0.48148148148148145)],[np.float64(-0.2361111111111111)],[1],[0],[0],[1.9589732000004005],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
180,0,180,[np.float64(0.39351851851851855)],[np.float64(-0.05925925925925926)],[1],[0],[0],[2.2414017000010062],['target'],180,0,180,0,560.1978415,,5,560.1905093,560.1978415,560.1978415,0.0089458,562.4319754,[np.float64(0.39351851851851855)],[np.float64(-0.05925925925925926)],[1],[0],[0],[2.2414017000010062],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
181,0,181,[np.float64(0.4166666666666667)],[np.float64(-0.032407407407407406)],[1],[0],[0],[1.5904343000001973],['target'],181,0,181,0,562.4478327,,5,562.4407036,562.4478327,562.4478327,0.0086317,564.0311979,[np.float64(0.4166666666666667)],[np.float64(-0.032407407407407406)],[1],[0],[0],[1.5904343000001973],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
182,0,182,[np.float64(-0.021296296296296296)],[np.float64(-0.023148148148148147)],[1],[0],[0],[2.090128600000753],['target'],182,0,182,0,564.0495615,,5,564.0412983,564.0495615,564.0495615,0.0100074,566.1314783,[np.float64(-0.021296296296296296)],[np.float64(-0.023148148148148147)],[1],[0],[0],[2.090128600000753],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
183,0,183,[np.float64(0.12777777777777777)],[np.float64(-0.37037037037037035)],[1],[0],[0],[2.5411232999995264],['target'],183,0,183,0,566.1481281,,5,566.140319,566.1481281,566.1481281,0.0087484,568.681497,[np.float64(0.12777777777777777)],[np.float64(-0.37037037037037035)],[1],[0],[0],[2.5411232999995264],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
184,0,184,[np.float64(0.09722222222222222)],[np.float64(-0.37037037037037035)],[1],[0],[0],[1.2468279000004259],['target'],184,0,184,0,568.7098217,,10,568.7000979,568.7098217,568.7098217,0.0185186,569.9469834,[np.float64(0.09722222222222222)],[np.float64(-0.37037037037037035)],[1],[0],[0],[1.2468279000004259],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
185,0,185,[np.float64(-0.020370370370370372)],[np.float64(-0.11481481481481481)],[1],[0],[0],[1.5420518000009906],['target'],185,0,185,0,569.9639394,,5,569.9556639,569.9639394,569.9639394,0.0085627,571.4977782,[np.float64(-0.020370370370370372)],[np.float64(-0.11481481481481481)],[1],[0],[0],[1.5420518000009906],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
186,0,186,[np.float64(-0.2537037037037037)],[np.float64(-0.12314814814814815)],[1],[0],[0],[1.7647125000003143],['target'],186,0,186,0,571.5287596,,10,571.5169886,571.5287596,571.5287596,0.019111,573.2817537,[np.float64(-0.2537037037037037)],[np.float64(-0.12314814814814815)],[1],[0],[0],[1.7647125000003143],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
187,0,187,[np.float64(-0.03333333333333333)],[np.float64(0.019444444444444445)],[1],[0],[0],[2.150837199998932],[None],187,0,187,0,573.3094961,,10,573.2997504,573.3094961,573.3094961,0.0178955,575.4506472,[np.float64(-0.03333333333333333)],[np.float64(0.019444444444444445)],[1],[0],[0],[2.150837199998932],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
188,0,188,[np.float64(0.03796296296296296)],[np.float64(-0.2759259259259259)],[1],[0],[0],[3.0376496000008046],['target'],188,0,188,0,575.4689795,,5,575.4610618,575.4689795,575.4689795,0.0103055,578.4987642,[np.float64(0.03796296296296296)],[np.float64(-0.2759259259259259)],[1],[0],[0],[3.0376496000008046],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
189,0,189,[np.float64(-0.24259259259259258)],[np.float64(0.26666666666666666)],[1],[0],[0],[2.3910768999994616],['target'],189,0,189,0,578.5153923,,5,578.5072143,578.5153923,578.5153923,0.0083615,580.8983538,[np.float64(-0.24259259259259258)],[np.float64(0.26666666666666666)],[1],[0],[0],[2.3910768999994616],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
190,0,190,[np.float64(0.06666666666666667)],[np.float64(-0.175)],[1],[0],[0],[2.573803900000712],['target'],190,0,190,0,580.9155206,,5,580.9076711,580.9155206,580.9155206,0.0092223,583.4815367,[np.float64(0.06666666666666667)],[np.float64(-0.175)],[1],[0],[0],[2.573803900000712],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
191,0,191,[np.float64(0.3824074074074074)],[np.float64(-0.19166666666666668)],[1],[0],[0],[2.548766500000056],['target'],191,0,191,0,583.5089717,,10,583.4995299,583.5089717,583.5089717,0.017898,586.0483571,[np.float64(0.3824074074074074)],[np.float64(-0.19166666666666668)],[1],[0],[0],[2.548766500000056],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
192,0,192,[np.float64(0.3148148148148148)],[np.float64(0.4351851851851852)],[1],[0],[0],[3.1845868000000337],['target'],192,0,192,0,586.0756748,,10,586.0661688,586.0756748,586.0756748,0.0176967,589.2508142,[np.float64(0.3148148148148148)],[np.float64(0.4351851851851852)],[1],[0],[0],[3.1845868000000337],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
193,0,193,[np.float64(0.17592592592592593)],[np.float64(0.45555555555555555)],[1],[0],[0],[2.531295200000386],['target'],193,0,193,0,589.2768235,,10,589.2671653,589.2768235,589.2768235,0.0162421,591.7985277,[np.float64(0.17592592592592593)],[np.float64(0.45555555555555555)],[1],[0],[0],[2.531295200000386],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
194,0,194,[np.float64(-0.41203703703703703)],[np.float64(-0.46944444444444444)],[1],[0],[0],[3.8924815999998827],[None],194,0,194,0,591.8151359,,5,591.8069664,591.8151359,591.8151359,0.0083204,595.6995135,[np.float64(-0.41203703703703703)],[np.float64(-0.46944444444444444)],[1],[0],[0],[3.8924815999998827],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
195,0,195,[np.float64(0.3675925925925926)],[np.float64(-0.22407407407407406)],[1],[0],[0],[4.109478300000774],['target'],195,0,195,0,595.7181007,,5,595.7078761,595.7181007,595.7181007,0.0082644,599.8174514,[np.float64(0.3675925925925926)],[np.float64(-0.22407407407407406)],[1],[0],[0],[4.109478300000774],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
196,0,196,[np.float64(0.16018518518518518)],[np.float64(-0.15648148148148147)],[1],[0],[0],[1.763826500000505],['target'],196,0,196,0,599.8437492,,10,599.8345801,599.8437492,599.8437492,0.0169532,601.5984639,[np.float64(0.16018518518518518)],[np.float64(-0.15648148148148147)],[1],[0],[0],[1.763826500000505],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
197,0,197,[np.float64(0.31203703703703706)],[np.float64(-0.01574074074074074)],[1],[0],[0],[2.149187400000301],['target'],197,0,197,0,601.62595,,10,601.6156281,601.62595,601.62595,0.0170511,603.7648664,[np.float64(0.31203703703703706)],[np.float64(-0.01574074074074074)],[1],[0],[0],[2.149187400000301],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
198,0,198,[np.float64(0.34444444444444444)],[np.float64(-0.2462962962962963)],[1],[0],[0],[2.5248389999997016],[None],198,0,198,0,603.7821628,,5,603.7738844,603.7821628,603.7821628,0.0089164,606.2987807,[np.float64(0.34444444444444444)],[np.float64(-0.2462962962962963)],[1],[0],[0],[2.5248389999997016],[None],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
199,0,199,[np.float64(-0.31666666666666665)],[np.float64(-0.06574074074074074)],[1],[0],[0],[2.9662373999999545],['target'],199,0,199,0,606.3256936,,10,606.3160452,606.3256936,606.3256936,0.0171766,609.2823416,[np.float64(-0.31666666666666665)],[np.float64(-0.06574074074074074)],[1],[0],[0],[2.9662373999999545],['target'],1,1,2025-09-28_18h46.24.639,Visual_Search_exp,,2025.1.1,60.34292886,2025-09-28 18h46.42.454845 +0530
